,district,school,primary_job,fte,salary,certificate,subcategory,teaching_route,highly_qualified,experience_district,experience_nj,experience_total
69992,556,1793,0,1.0,58150,5,2,1,5,6.0,6.0,6.0
69993,556,1793,0,1.0,89240,5,2,1,5,10.0,14.0,18.0
69994,556,1793,0,1.0,93250,5,2,1,5,22.0,30.0,32.0
69996,556,1793,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69997,556,1793,0,1.0,53000,1,4,1,5,0.0,0.0,0.0
69998,556,1793,0,1.0,53000,4,2,1,5,0.0,0.0,1.0
69999,556,1793,0,1.0,53000,4,4,1,5,1.0,1.0,1.0
70000,556,1793,0,1.0,58000,5,2,1,5,5.0,8.0,8.0
70002,556,1793,0,1.0,51000,4,2,1,5,0.0,0.0,0.0
70003,556,1793,0,1.0,51000,1,4,1,5,0.0,0.0,0.0
70006,73,1202,0,0.5,55000,4,2,0,5,3.0,11.0,11.0
70009,98,335,0,1.0,75825,5,2,1,5,17.0,17.0,17.0
70049,98,335,0,1.0,90300,5,2,1,1,14.0,25.0,25.0
70050,98,335,0,1.0,93100,5,2,1,1,30.0,30.0,30.0
70053,98,335,0,1.0,76500,5,2,1,1,2.0,16.0,21.0
70104,115,838,0,1.0,51800,5,2,1,5,9.0,9.0,9.0
70106,115,838,0,1.0,48900,5,2,1,5,7.0,7.0,7.0
70107,115,838,0,1.0,72900,5,2,1,5,18.0,18.0,18.0
70109,115,838,0,1.0,70700,5,2,1,5,22.0,22.0,22.0
70118,98,335,0,1.0,56100,5,2,1,5,2.0,3.0,3.0
70120,98,335,0,1.0,72200,5,2,1,5,15.0,15.0,15.0
70123,98,335,0,1.0,59100,5,2,1,5,8.0,8.0,8.0
70127,98,335,0,1.0,89700,5,2,1,5,11.0,21.0,21.0
70130,98,335,0,1.0,57100,5,2,1,5,5.0,7.0,7.0
70131,98,335,0,1.0,59100,5,2,1,5,5.0,8.0,8.0
70136,98,335,0,1.0,70000,5,2,1,5,7.0,15.0,15.0
70144,73,1202,0,0.5,55000,5,2,1,5,5.0,5.0,5.0
70148,73,1202,0,1.0,52000,4,2,1,5,1.0,1.0,1.0
70156,73,1202,0,1.0,65000,5,2,1,5,9.0,9.0,9.0
70160,73,1202,0,1.0,90776,5,2,1,5,15.0,15.0,15.0
70168,73,1202,0,1.0,54000,5,2,1,5,1.0,1.0,1.0
70169,73,1202,0,0.5,18500,0,2,0,5,0.0,0.0,0.0
70170,73,1202,0,0.5,68000,5,2,1,5,3.0,3.0,3.0
70172,73,1202,0,1.0,18500,1,2,1,5,1.0,1.0,1.0
70174,556,1146,2,1.0,97975,5,2,1,2,28.0,28.0,28.0
70181,556,1146,0,1.0,92250,5,2,1,3,15.0,15.0,25.0
70182,556,1793,0,1.0,54950,5,4,1,3,3.0,4.0,4.0
70202,115,408,2,0.3,90810,5,4,1,4,27.0,27.0,27.0
70208,98,335,0,1.0,59100,5,2,1,4,5.0,9.0,9.0
70223,556,1793,0,1.0,93050,5,2,1,4,29.0,29.0,29.0
70228,115,838,0,1.0,52700,5,2,1,3,1.0,1.0,1.0
70257,556,1793,0,1.0,53000,4,2,1,3,0.0,0.0,0.0
70260,556,1793,0,1.0,62625,5,4,1,3,10.0,10.0,10.0
70261,556,1793,0,1.0,96140,5,2,1,3,29.0,34.0,34.0
70262,556,1793,0,1.0,94540,5,2,1,3,22.0,22.0,22.0
70265,556,1793,0,1.0,79750,5,2,1,3,8.0,13.0,13.0
70267,556,1146,0,1.0,95475,5,2,1,3,15.0,15.0,15.0
70268,556,1146,0,1.0,95740,5,4,1,3,28.0,28.0,28.0
70269,556,1146,0,1.0,94940,5,2,1,3,24.0,24.0,24.0
70270,556,1146,0,1.0,87200,5,2,1,3,1.0,5.0,14.0
70272,556,1146,0,1.0,91450,5,2,1,3,21.0,21.0,21.0
70273,556,1146,0,1.0,95540,5,2,1,3,21.0,21.0,27.0
70275,556,1146,0,1.0,73700,5,4,1,3,8.0,12.0,12.0
70276,556,1146,0,1.0,90350,5,2,1,3,19.0,19.0,19.0
70307,98,335,0,1.0,77200,5,2,1,2,15.0,15.0,15.0
70311,73,216,1,1.0,92776,5,4,1,2,15.0,15.0,15.0
70314,556,1793,0,1.0,62625,5,4,1,2,10.0,10.0,10.0
70315,556,1793,0,1.0,77500,5,2,1,2,13.0,13.0,13.0
70316,556,1793,0,1.0,60350,5,2,1,2,4.0,8.0,8.0
70317,556,1793,0,1.0,58150,5,4,1,2,7.0,7.0,7.0
70320,556,1793,0,1.0,53000,1,2,1,2,0.0,0.0,0.0
70321,556,1793,0,1.0,62500,5,2,1,2,7.0,9.0,9.0
70323,556,1793,0,1.0,62500,5,4,1,2,9.0,9.0,9.0
70324,556,1793,0,1.0,90350,5,4,1,2,19.0,19.0,19.0
70326,556,1146,0,1.0,90350,5,2,1,2,15.0,18.0,19.0
70328,556,1146,0,1.0,93240,5,2,1,2,17.0,18.0,18.0
70330,556,1146,0,1.0,71520,5,2,1,2,6.0,6.0,12.0
70333,556,1146,0,1.0,53000,5,2,1,2,3.0,3.0,3.0
70335,556,1146,0,1.0,97575,5,2,1,2,21.0,24.0,26.0
70336,556,1146,0,1.0,54000,5,4,1,2,5.0,5.0,5.0
70337,556,1146,0,1.0,65250,5,2,1,2,9.0,10.0,10.0
70338,556,1146,0,1.0,60350,5,2,1,2,7.0,7.0,7.0
70339,556,1146,0,1.0,95140,5,2,1,2,19.0,25.0,25.0
70340,556,1146,0,1.0,54000,5,2,1,2,5.0,5.0,5.0
70341,556,1146,0,1.0,55000,5,4,1,2,3.0,6.0,6.0
70342,556,1146,0,1.0,53000,1,4,1,2,0.0,0.0,0.0
70343,556,1146,0,1.0,91850,5,4,0,2,23.0,23.0,23.0
70345,115,838,0,1.0,48100,5,2,1,4,2.0,2.0,2.0
70366,118,773,2,1.0,62244,5,4,1,0,0.0,8.0,8.0
70410,118,647,2,1.0,63969,5,4,1,0,6.0,6.0,6.0
70452,118,276,2,1.0,96225,5,4,1,0,13.0,13.0,13.0
70463,118,425,2,1.0,62244,5,4,1,0,3.0,3.0,3.0
70473,118,425,2,1.0,100314,5,4,1,0,13.0,15.0,15.0
70495,115,838,0,1.0,48900,5,2,1,4,4.0,4.0,4.0
70501,115,838,0,1.0,48100,5,2,1,4,6.0,6.0,6.0
70502,115,838,0,1.0,48900,5,2,1,4,7.0,7.0,7.0
70503,115,838,0,1.0,54300,5,2,1,4,11.0,11.0,11.0
70507,115,838,0,0.9,70700,5,2,1,4,22.0,22.0,22.0
70510,115,838,0,1.0,48100,5,2,1,4,2.0,2.0,2.0
70518,131,377,2,1.0,110049,5,4,1,0,17.0,20.0,20.0
70623,131,377,2,1.0,116282,5,4,1,0,24.0,30.0,32.0
70633,131,377,2,1.0,104501,5,4,1,0,14.0,14.0,14.0
70635,131,377,2,1.0,74595,5,4,1,0,10.0,10.0,10.0
70636,131,377,2,1.0,121025,5,4,1,0,39.0,39.0,39.0
70637,131,377,2,1.0,89985,5,4,1,0,12.0,12.0,12.0
70639,131,377,2,1.0,107653,5,4,1,0,18.0,18.0,18.0
70643,131,377,2,1.0,82801,5,4,1,0,11.0,11.0,11.0
70655,131,377,2,1.0,62246,5,4,1,0,1.0,11.0,11.0
70662,118,1821,2,1.0,93354,5,4,1,0,15.0,15.0,15.0
70736,118,647,0,1.0,54498,4,2,1,5,1.0,1.0,1.0
70841,118,425,4,1.0,84750,5,2,0,5,15.0,15.0,15.0
70857,118,232,4,1.0,86208,5,2,1,5,16.0,16.0,16.0
70860,118,232,0,1.0,58840,5,2,1,5,1.0,3.0,3.0
70861,118,773,4,1.0,89950,5,2,1,5,18.0,18.0,18.0
70863,118,773,0,1.0,58840,5,2,1,5,3.0,3.0,3.0
70867,118,926,4,1.0,64685,5,2,1,5,9.0,9.0,9.0
70868,118,270,0,1.0,53898,4,2,1,5,0.0,0.0,0.0
70869,118,270,0,1.0,55098,5,2,1,5,3.0,3.0,3.0
70873,118,270,0,1.0,53898,4,2,1,5,0.0,0.0,0.0
70874,118,270,0,1.0,56573,5,2,1,5,6.0,6.0,6.0
70875,118,270,4,1.0,87078,5,2,1,5,19.0,19.0,19.0
70876,118,270,0,1.0,53898,4,2,1,5,0.0,0.0,0.0
70878,118,270,0,1.0,57640,4,2,1,5,0.0,0.0,0.0
70880,118,270,0,1.0,60315,5,2,1,5,2.0,8.0,8.0
70887,118,270,0,1.0,92821,5,2,1,5,16.0,16.0,16.0
70897,118,926,0,1.0,55098,5,2,1,5,3.0,3.0,3.0
70899,118,926,0,1.0,53898,4,2,1,5,0.0,0.0,0.0
70903,118,926,0,1.0,58240,4,2,1,5,1.0,1.0,1.0
70906,118,926,0,1.0,55098,5,2,1,5,2.0,4.0,4.0
70911,118,926,0,1.0,59440,5,2,1,5,5.0,5.0,5.0
70917,118,926,0,1.0,60943,5,2,1,5,9.0,9.0,9.0
70918,118,926,0,1.0,54498,4,2,1,5,0.0,0.0,0.0
70922,118,926,0,1.0,55698,5,2,1,5,5.0,5.0,5.0
70925,118,926,0,1.0,57640,4,2,1,5,0.0,0.0,0.0
70928,118,926,0,1.0,81008,5,2,1,5,14.0,14.0,14.0
70930,118,773,0,1.0,55968,5,2,1,5,2.0,2.0,2.0
70931,118,773,0,1.0,55698,5,2,1,5,5.0,5.0,5.0
70932,118,773,0,1.0,54768,4,2,1,5,0.0,0.0,0.0
70933,118,773,0,1.0,55098,5,2,1,5,3.0,3.0,3.0
70935,118,773,0,1.0,55698,5,2,1,5,3.0,4.0,4.0
70937,118,773,0,1.0,55098,5,2,1,5,3.0,3.0,3.0
70945,118,773,0,1.0,59440,5,2,1,5,4.0,4.0,4.0
70950,118,773,0,1.0,63436,5,2,1,5,7.0,7.0,7.0
70958,118,773,0,1.0,58073,5,2,1,5,8.0,8.0,8.0
70961,118,232,0,1.0,55098,5,2,1,5,2.0,2.0,2.0
70963,118,232,0,1.0,55098,5,2,1,5,3.0,3.0,3.0
70964,118,232,0,1.0,58840,5,2,1,5,3.0,3.0,3.0
70973,118,232,0,1.0,56568,5,2,1,5,4.0,4.0,4.0
70974,118,232,0,1.0,55098,5,2,1,5,3.0,3.0,3.0
70976,118,232,0,1.0,54498,4,2,1,5,0.0,0.0,0.0
70979,118,232,0,1.0,55698,5,2,1,5,4.0,4.0,4.0
70984,118,232,0,1.0,59440,5,2,1,5,4.0,4.0,4.0
70985,118,232,0,1.0,55098,5,2,1,5,2.0,4.0,4.0
70992,118,232,0,1.0,61815,5,2,1,5,7.0,7.0,7.0
71001,118,149,0,1.0,54498,4,2,1,5,1.0,1.0,1.0
71002,118,149,0,1.0,56568,5,2,1,5,3.0,3.0,3.0
71003,118,149,0,1.0,59440,5,2,1,5,4.0,4.0,4.0
71004,118,149,0,1.0,58240,1,2,1,5,0.0,0.0,0.0
71005,118,149,0,1.0,60943,5,2,1,5,9.0,9.0,9.0
71006,118,149,0,1.0,55698,5,2,1,5,4.0,4.0,4.0
71007,118,149,0,1.0,60315,5,2,1,5,6.0,6.0,6.0
71010,118,149,0,1.0,55698,5,2,1,5,4.0,4.0,4.0
71012,118,149,4,1.0,60943,5,2,1,5,9.0,9.0,9.0
71030,118,1821,0,1.0,54498,4,2,1,5,1.0,1.0,1.0
71031,131,377,4,1.0,106483,5,4,1,5,19.0,19.0,19.0
71118,131,377,0,1.0,53605,0,3,1,5,1.0,3.0,3.0
71120,131,377,4,1.0,84750,5,2,1,5,13.0,13.0,13.0
71121,131,377,4,1.0,101234,5,2,1,5,17.0,17.0,17.0
71122,131,377,0,1.0,59605,5,3,1,5,2.0,7.0,7.0
71123,118,1821,0,1.0,55368,4,2,1,5,1.0,1.0,1.0
71124,118,1821,0,1.0,55368,4,2,1,5,1.0,1.0,1.0
71127,118,1821,0,1.0,58840,5,2,1,5,2.0,2.0,2.0
71128,118,1821,0,1.0,55098,5,2,1,5,2.0,2.0,2.0
71129,118,1821,0,1.0,56568,5,2,1,5,3.0,3.0,3.0
71130,118,1821,0,1.0,56568,5,2,1,5,4.0,4.0,8.0
71133,118,1821,0,1.0,55698,5,2,1,5,4.0,4.0,4.0
71134,118,1821,0,1.0,55698,5,2,1,5,4.0,4.0,4.0
71136,118,1821,0,1.0,60943,5,2,1,5,8.0,8.0,8.0
71137,118,1821,4,1.0,89950,5,2,1,5,20.0,20.0,20.0
71140,118,1821,0,1.0,55098,5,2,1,5,2.0,3.0,3.0
71144,118,1821,0,1.0,54498,4,2,1,5,1.0,1.0,1.0
71148,118,1821,0,1.0,54498,4,2,1,5,1.0,1.0,1.0
71149,118,558,0,1.0,71515,5,2,1,5,11.0,11.0,11.0
71152,118,558,0,1.0,58943,5,2,1,5,8.0,8.0,8.0
71154,118,558,0,1.0,57640,4,2,1,5,0.0,0.0,0.0
71155,118,558,4,1.0,87078,5,2,1,5,29.0,31.0,31.0
71157,118,558,0,1.0,54498,4,2,1,5,0.0,0.0,0.0
71162,118,558,0,1.0,59440,5,2,1,5,3.0,3.0,3.0
71163,118,558,0,1.0,59440,5,2,1,5,4.0,4.0,4.0
71164,118,558,0,1.0,58073,5,2,1,5,6.0,6.0,6.0
71168,118,558,0,1.0,56573,5,2,1,5,4.0,4.0,4.0
71169,118,558,0,1.0,54498,4,2,1,5,0.0,0.0,0.0
71171,118,558,0,1.0,55368,4,2,1,5,0.0,0.0,0.0
71176,118,558,0,1.0,58073,5,2,1,5,8.0,8.0,8.0
71178,118,558,0,1.0,60565,5,2,1,5,6.0,6.0,6.0
71179,118,270,0,1.0,67331,5,2,1,5,9.0,9.0,9.0
71185,118,270,0,1.0,59440,5,2,1,5,4.0,4.0,4.0
71192,118,270,0,1.0,59440,5,2,1,5,4.0,5.0,5.0
71193,118,270,0,1.0,55698,5,2,1,5,4.0,4.0,4.0
71339,118,647,0,1.0,58840,5,2,0,3,0.0,0.0,4.0
71621,131,817,1,1.0,58052,5,4,1,5,7.0,7.0,7.0
71627,131,840,1,1.0,55802,5,4,1,5,4.0,4.0,4.0
71641,131,840,1,1.0,50500,4,4,0,5,1.0,1.0,1.0
71644,131,840,1,1.0,50500,0,4,0,5,1.0,1.0,1.0
71709,131,796,0,1.0,102157,5,4,1,5,17.0,17.0,17.0
71710,131,796,0,1.0,63605,5,2,1,5,2.0,15.0,15.0
71711,131,796,0,1.0,40000,4,2,1,5,0.0,0.0,0.0
71712,131,797,0,1.0,99819,5,2,1,5,17.0,21.0,21.0
71713,131,797,0,1.0,66855,5,4,1,5,8.0,8.0,8.0
71714,131,797,0,1.0,52000,5,2,1,5,0.0,5.0,5.0
71715,131,797,0,1.0,54000,5,2,1,5,3.0,3.0,3.0
71716,131,799,0,1.0,102678,5,2,1,5,20.0,20.0,20.0
71717,131,799,0,1.0,97427,5,2,1,5,15.0,15.0,15.0
71718,131,799,0,1.0,101774,5,2,1,5,18.0,18.0,18.0
71719,131,837,0,1.0,104452,5,2,1,5,13.0,16.0,19.0
71720,131,837,0,1.0,86552,5,2,1,5,13.0,13.0,13.0
71722,131,837,0,1.0,103322,5,2,1,5,14.0,15.0,15.0
71723,131,837,0,1.0,67450,5,4,1,5,11.0,11.0,11.0
71724,131,837,0,1.0,102552,5,4,0,5,17.0,21.0,21.0
71726,131,837,0,1.0,101706,5,2,1,5,17.0,17.0,17.0
71727,131,837,0,1.0,74752,5,4,1,5,11.0,11.0,11.0
71728,131,837,0,1.0,71055,5,4,1,5,10.0,10.0,10.0
71729,131,837,0,1.0,98627,5,2,1,5,15.0,15.0,15.0
71730,131,837,0,1.0,56750,5,2,1,5,3.0,6.0,6.0
71731,131,799,0,1.0,55802,5,2,1,5,4.0,4.0,4.0
71732,131,799,0,1.0,58105,5,4,1,5,3.0,3.0,3.0
71734,131,799,0,1.0,106005,5,2,1,5,21.0,32.0,32.0
71735,131,799,0,1.0,56000,5,2,1,5,5.0,5.0,5.0
71736,131,799,0,1.0,95770,5,2,0,5,13.0,13.0,13.0
71737,131,799,0,1.0,97072,5,2,1,5,13.0,26.0,28.0
71738,131,799,0,1.0,57250,5,2,1,5,5.0,5.0,5.0
71740,131,799,0,1.0,50000,4,2,1,5,0.0,0.0,0.0
71741,131,799,0,1.0,63855,5,4,1,5,9.0,9.0,9.0
71742,131,799,0,1.0,70252,5,2,1,5,11.0,11.0,11.0
71743,131,799,0,1.0,92850,5,2,1,5,14.0,14.0,14.0
71744,131,799,0,1.0,98923,5,2,1,5,17.0,17.0,17.0
71745,131,799,0,1.0,99819,5,2,1,5,16.0,16.0,16.0
71747,131,799,0,1.0,60750,5,2,1,5,8.0,8.0,8.0
71748,131,799,0,1.0,64855,5,4,1,5,6.0,6.0,6.0
71749,131,799,0,1.0,71055,5,4,0,5,8.0,8.0,8.0
71750,131,799,0,1.0,97998,5,2,1,5,16.0,19.0,19.0
71751,131,799,0,1.0,100475,5,2,1,5,14.0,15.0,15.0
71753,131,799,0,1.0,54000,4,4,1,5,6.0,6.0,6.0
71754,131,799,0,1.0,78430,5,2,1,5,13.0,13.0,13.0
71756,131,799,0,1.0,98900,5,2,1,5,19.0,19.0,19.0
71757,131,799,0,1.0,97998,5,4,1,5,16.0,22.0,22.0
71759,131,799,0,1.0,63855,5,4,1,5,8.0,8.0,8.0
71760,131,799,0,1.0,101734,5,2,1,5,17.0,17.0,17.0
71761,131,799,0,1.0,98460,5,4,1,5,18.0,18.0,18.0
71762,131,799,0,1.0,90694,5,4,1,5,12.0,12.0,12.0
71763,131,799,0,1.0,54250,5,2,1,5,4.0,4.0,4.0
71764,131,797,0,1.0,57605,5,2,1,5,4.0,4.0,4.0
71766,131,797,0,1.0,52000,5,2,1,5,2.0,2.0,2.0
71768,131,797,0,1.0,57605,5,4,1,5,4.0,4.0,4.0
71769,131,797,0,1.0,52000,5,2,1,5,3.0,6.0,6.0
71770,131,797,0,1.0,50000,4,4,1,5,0.0,5.0,5.0
71771,131,797,0,1.0,52000,5,2,1,5,1.0,4.0,4.0
71772,131,797,0,1.0,97539,5,2,1,5,16.0,16.0,16.0
71773,131,797,0,1.0,107929,5,2,1,5,25.0,25.0,25.0
71774,131,797,0,1.0,96178,5,2,1,5,16.0,16.0,16.0
71775,131,797,0,1.0,99347,5,2,1,5,16.0,18.0,18.0
71776,131,797,0,1.0,71055,5,4,1,5,10.0,10.0,10.0
71780,131,797,0,1.0,85250,5,2,1,5,13.0,13.0,13.0
71781,131,797,0,1.0,103593,5,2,1,5,20.0,20.0,20.0
71782,131,797,0,1.0,71555,5,2,1,5,9.0,9.0,9.0
71783,131,797,0,1.0,73450,5,2,1,5,11.0,11.0,11.0
71784,131,797,0,1.0,63250,5,4,1,5,8.0,8.0,8.0
71785,131,797,0,1.0,93650,5,2,1,5,11.0,11.0,11.0
71787,131,797,0,1.0,102649,5,2,1,5,22.0,22.0,22.0
71788,131,797,0,1.0,85250,5,2,1,5,14.0,15.0,15.0
71789,131,797,0,1.0,72055,5,4,1,5,9.0,9.0,9.0
71790,131,797,0,1.0,78430,5,2,1,5,13.0,13.0,13.0
71791,131,797,0,1.0,100715,5,2,1,5,22.0,22.0,22.0
71792,131,797,0,1.0,94070,5,2,1,5,13.0,21.0,21.0
71794,131,796,0,1.0,40000,4,4,1,5,1.0,1.0,1.0
71795,131,796,0,1.0,50000,4,2,1,5,0.0,0.0,0.0
71796,131,796,0,1.0,54605,5,2,1,5,1.0,2.0,2.0
71797,131,796,0,1.0,55605,5,2,1,5,2.0,2.0,2.0
71798,131,796,0,1.0,53605,1,2,1,5,0.0,0.0,0.0
71799,131,796,0,1.0,40000,5,2,1,5,3.0,3.0,3.0
71800,131,796,0,1.0,53605,4,2,1,5,0.0,3.0,3.0
71801,131,796,0,1.0,57855,5,2,1,5,4.0,4.0,4.0
71803,131,796,0,1.0,50500,4,2,1,5,1.0,1.0,1.0
71804,131,796,0,1.0,50000,5,2,1,5,0.0,1.0,1.0
71807,131,796,0,1.0,40000,4,2,1,5,0.0,1.0,1.0
71808,131,796,0,1.0,71055,5,2,1,5,4.0,10.0,10.0
71809,131,796,0,1.0,98655,5,2,1,5,13.0,16.0,16.0
71810,131,796,0,1.0,99849,5,2,1,5,19.0,19.0,19.0
71811,131,796,0,1.0,86552,5,2,1,5,14.0,14.0,14.0
71812,131,796,0,1.0,60250,5,2,1,5,6.0,6.0,6.0
71813,131,796,0,1.0,74732,5,4,1,5,9.0,9.0,9.0
71814,131,796,0,1.0,78894,5,2,1,5,12.0,12.0,12.0
71816,131,796,0,1.0,102076,5,2,1,5,27.0,27.0,27.0
71817,131,796,0,1.0,102649,5,4,1,5,21.0,21.0,21.0
71818,131,796,0,1.0,84250,5,2,0,5,12.0,12.0,12.0
71819,131,796,0,1.0,62052,5,4,1,5,8.0,8.0,8.0
71820,131,796,0,1.0,98460,5,2,1,5,17.0,17.0,17.0
71821,131,796,0,1.0,98946,5,2,1,5,19.0,19.0,19.0
71824,131,796,0,1.0,67450,5,2,1,5,10.0,10.0,10.0
71825,131,796,0,1.0,100714,5,2,1,5,13.0,13.0,16.0
71826,131,796,0,1.0,72894,5,4,1,5,11.0,11.0,11.0
71827,131,796,0,1.0,102676,5,2,0,5,17.0,17.0,17.0
71854,131,1947,1,1.0,63855,5,4,0,5,7.0,7.0,7.0
71874,131,837,0,1.0,78430,5,2,1,5,13.0,13.0,13.0
71875,131,837,0,1.0,96678,5,2,1,5,15.0,16.0,16.0
71876,131,837,0,1.0,50500,4,4,0,5,1.0,5.0,5.0
71877,131,969,0,1.0,105003,5,2,1,5,18.0,18.0,18.0
71879,131,969,0,1.0,69252,5,2,0,5,10.0,10.0,10.0
71880,131,969,0,1.0,51000,5,2,1,5,1.0,1.0,1.0
71882,131,1071,0,1.0,104065,5,2,1,5,22.0,22.0,22.0
71883,131,1071,0,1.0,66855,5,4,1,5,9.0,9.0,9.0
71884,131,1110,0,1.0,97085,5,2,1,5,17.0,17.0,17.0
71885,131,1110,0,1.0,105036,5,2,1,5,22.0,22.0,22.0
71886,131,1110,0,1.0,101290,5,2,1,5,16.0,16.0,16.0
71887,131,1110,0,1.0,100319,5,2,1,5,15.0,16.0,16.0
71888,131,1110,0,1.0,66605,5,2,0,5,3.0,11.0,11.0
71889,131,1932,0,1.0,101215,5,2,1,5,23.0,23.0,23.0
71891,131,1932,0,1.0,96631,5,2,0,5,15.0,15.0,15.0
71892,131,1932,0,1.0,99819,5,2,1,5,17.0,17.0,17.0
71893,131,1932,0,1.0,71055,5,2,1,5,10.0,10.0,10.0
71894,131,1932,0,1.0,96178,5,2,1,5,17.0,17.0,17.0
71895,131,1932,0,1.0,95270,5,2,1,5,13.0,17.0,17.0
71896,131,1932,0,1.0,85712,5,4,1,5,12.0,13.0,13.0
71897,131,1932,0,1.0,86052,5,2,1,5,13.0,13.0,13.0
71898,131,1932,0,1.0,91532,5,2,1,5,13.0,13.0,13.0
71899,131,1932,0,1.0,95270,5,2,1,5,13.0,18.0,18.0
71900,131,1932,0,1.0,100311,5,2,1,5,18.0,18.0,18.0
71901,131,1932,0,1.0,86052,5,2,1,5,13.0,13.0,13.0
71903,131,1932,0,1.0,98627,5,2,1,5,16.0,16.0,16.0
71904,131,1932,0,1.0,101195,5,2,1,5,16.0,16.0,16.0
71905,131,1932,0,1.0,54105,5,2,1,5,1.0,3.0,3.0
71906,131,1110,0,1.0,50000,4,2,1,5,0.0,0.0,0.0
71908,131,1110,0,1.0,50000,4,2,1,5,0.0,0.0,0.0
71909,131,1110,0,1.0,54605,5,2,1,5,0.0,4.0,4.0
71910,131,1110,0,1.0,54105,4,2,1,5,1.0,1.0,1.0
71911,131,1110,0,1.0,40000,4,2,1,5,1.0,1.0,1.0
71912,131,1110,0,1.0,104065,5,2,1,5,22.0,22.0,22.0
71913,131,1110,0,1.0,100319,5,2,1,5,15.0,15.0,15.0
71915,131,1110,0,1.0,76555,5,2,1,5,12.0,12.0,12.0
71916,131,1110,0,1.0,110405,5,2,1,5,29.0,29.0,29.0
71917,131,1110,0,1.0,107967,5,4,1,5,22.0,22.0,22.0
71918,131,1110,0,1.0,104565,5,2,1,5,21.0,21.0,21.0
71919,131,1110,0,1.0,104014,5,2,1,5,27.0,27.0,27.0
71920,131,1110,0,1.0,103178,5,2,1,5,18.0,18.0,18.0
71921,131,1110,0,1.0,54605,4,4,0,5,5.0,5.0,5.0
71922,131,1110,0,1.0,53802,5,2,1,5,1.0,4.0,4.0
71923,131,1110,0,1.0,56000,5,2,1,5,1.0,9.0,9.0
71924,131,1110,0,1.0,54000,5,4,1,5,3.0,3.0,3.0
71925,131,1110,0,1.0,102657,5,2,0,5,16.0,17.0,17.0
71926,131,1110,0,1.0,98446,5,2,1,5,20.0,20.0,20.0
71927,131,1110,0,1.0,98875,5,4,1,5,13.0,13.0,13.0
71928,131,1110,0,1.0,72950,5,2,1,5,11.0,11.0,11.0
71930,131,1110,0,1.0,63250,5,2,1,5,7.0,7.0,7.0
71931,131,1110,0,1.0,92432,5,4,1,5,10.0,15.0,20.0
71933,131,1110,0,1.0,109893,5,2,1,5,21.0,21.0,21.0
71935,131,1110,0,1.0,69252,5,4,1,5,9.0,9.0,9.0
71936,131,1110,0,1.0,106986,5,2,1,5,23.0,23.0,23.0
71937,131,1110,0,1.0,105952,5,2,1,5,26.0,26.0,26.0
71938,131,1110,0,1.0,99819,5,2,1,5,16.0,16.0,16.0
71939,131,1110,0,1.0,83874,5,2,0,5,13.0,13.0,13.0
71940,131,1110,0,1.0,102178,5,2,1,5,24.0,24.0,24.0
71941,131,1110,0,1.0,105936,5,4,1,5,17.0,17.0,17.0
71942,131,1110,0,1.0,60250,5,2,1,5,6.0,6.0,6.0
71943,131,1110,0,1.0,105952,5,2,1,5,28.0,28.0,28.0
71944,131,1110,0,1.0,97255,5,2,1,5,13.0,15.0,16.0
71946,131,1071,0,1.0,50500,4,2,1,5,4.0,4.0,4.0
71947,131,1071,0,1.0,54000,5,2,1,5,7.0,7.0,12.0
71948,131,1071,0,1.0,66605,5,2,1,5,5.0,15.0,15.0
71949,131,1071,0,1.0,57605,5,2,1,5,4.0,4.0,4.0
71951,131,1071,0,1.0,53605,4,2,1,5,0.0,0.0,0.0
71952,131,1071,0,1.0,109424,5,4,1,5,23.0,23.0,23.0
71953,131,1071,0,1.0,96178,5,2,1,5,16.0,16.0,16.0
71954,131,1071,0,1.0,66855,5,2,1,5,11.0,11.0,11.0
71955,131,1071,0,1.0,102076,5,2,1,5,28.0,28.0,28.0
71956,131,1071,0,1.0,58855,5,2,1,5,4.0,4.0,4.0
71957,131,1071,0,1.0,52000,5,2,1,5,2.0,2.0,2.0
71958,131,1071,0,1.0,52000,5,2,0,5,3.0,3.0,3.0
71959,131,1071,0,1.0,80232,5,2,0,5,13.0,13.0,13.0
71960,131,1071,0,1.0,99808,5,2,1,5,21.0,21.0,21.0
71961,131,1071,0,1.0,102625,5,2,1,5,24.0,24.0,24.0
71962,131,1071,0,1.0,67450,5,4,1,5,10.0,10.0,10.0
71963,131,1071,0,1.0,60250,5,2,1,5,7.0,8.0,8.0
71965,131,1071,0,1.0,104014,5,2,1,5,26.0,26.0,26.0
71966,131,1071,0,1.0,65052,5,4,1,5,8.0,8.0,8.0
71967,131,1071,0,1.0,64355,5,2,1,5,11.0,11.0,11.0
71968,131,1071,0,1.0,63855,5,4,1,5,11.0,12.0,12.0
71969,131,1071,0,1.0,71055,5,2,1,5,10.0,12.0,12.0
71970,131,1071,0,1.0,104514,5,2,1,5,25.0,25.0,25.0
71971,131,1071,0,1.0,96455,5,2,1,5,15.0,16.0,16.0
71972,131,1071,0,1.0,84250,5,2,1,5,12.0,12.0,12.0
71973,131,1071,0,1.0,104014,5,2,1,5,27.0,27.0,27.0
71974,131,1071,0,1.0,103088,5,2,1,5,26.0,26.0,26.0
71975,131,1071,0,1.0,103551,5,2,1,5,24.0,24.0,24.0
