,district,school,primary_job,fte,salary,certificate,subcategory,teaching_route,highly_qualified,experience_district,experience_nj,experience_total
67960,536,1751,7,1.0,72140,5,4,1,7,3.0,11.0,11.0
67978,536,1341,0,1.0,95815,5,2,1,5,20.0,20.0,27.0
67979,536,1341,0,1.0,94015,5,2,1,5,15.0,17.0,17.0
67985,536,1341,0,1.0,56495,5,2,0,5,13.0,13.0,13.0
67988,536,1341,0,1.0,91115,5,2,1,5,14.0,14.0,14.0
67991,536,1341,0,1.0,94015,5,2,1,5,15.0,15.0,15.0
67992,536,1341,0,1.0,68240,5,2,0,5,11.0,11.0,11.0
67993,536,1341,0,1.0,87465,5,2,1,5,15.0,17.0,17.0
67994,536,1341,0,1.0,87465,5,2,1,5,14.0,14.0,15.0
67995,536,1341,0,1.0,88215,5,2,1,5,13.0,15.0,15.0
67997,536,1341,0,1.0,94015,5,2,1,5,15.0,18.0,18.0
67998,536,1341,0,1.0,56895,1,2,1,5,2.0,4.0,4.0
67999,536,1341,0,1.0,94015,5,2,1,5,21.0,21.0,22.0
68000,536,1341,0,1.0,94015,5,2,1,5,16.0,16.0,17.0
68067,536,1750,7,1.0,64495,5,4,1,5,4.0,4.0,4.0
68069,536,1750,2,1.0,58895,5,4,1,5,2.0,2.0,2.0
68086,536,1750,0,1.0,97961,5,2,1,5,13.0,13.0,13.0
68100,536,1750,6,1.0,68470,5,2,1,5,5.0,5.0,5.0
68139,536,314,0,1.0,56895,1,2,1,5,5.0,5.0,5.0
68141,536,863,0,1.0,89015,5,4,1,5,11.0,11.0,11.0
68147,536,1178,0,1.0,94015,5,2,1,5,23.0,24.0,25.0
68148,536,1178,0,1.0,74740,5,2,0,5,11.0,11.0,11.0
68149,536,1312,0,1.0,79490,5,2,1,5,5.0,14.0,14.0
68150,536,1312,0,1.0,65795,0,2,1,5,7.0,7.0,7.0
68152,536,1312,0,1.0,55995,1,2,1,5,4.0,4.0,4.0
68155,536,1312,7,1.0,59295,5,4,1,5,5.0,5.0,5.0
68159,536,1312,0,1.0,56895,5,2,1,5,5.0,5.0,5.0
68160,536,1312,0,1.0,69040,5,2,1,5,5.0,12.0,12.0
68161,536,1312,0,1.0,58495,5,2,1,5,8.0,8.0,8.0
68165,536,1312,0,1.0,88215,5,2,1,5,14.0,14.0,15.0
68167,536,1312,0,1.0,80140,5,2,1,5,13.0,13.0,13.0
68168,536,1178,0,1.0,73540,5,2,1,5,1.0,13.0,13.0
68170,536,1178,0,1.0,69640,5,2,1,5,11.0,13.0,13.0
68172,536,1178,0,1.0,57395,1,2,1,5,4.0,4.0,4.0
68175,536,1178,0,1.0,62390,5,2,1,5,2.0,2.0,2.0
68177,536,1178,0,1.0,90515,5,2,1,5,16.0,26.0,37.0
68180,536,1178,0,1.0,95515,5,2,1,5,16.0,16.0,17.0
68182,536,1178,0,1.0,89015,5,2,1,5,15.0,15.0,15.0
68185,536,1178,0,1.0,89615,4,2,0,5,10.0,10.0,10.0
68186,536,1178,0,1.0,90915,5,2,1,5,14.0,14.0,14.0
68193,536,1007,7,1.0,65795,1,4,1,5,3.0,4.0,4.0
68204,536,1007,0,1.0,96515,5,2,1,5,17.0,17.0,18.0
68206,536,1007,0,1.0,90915,5,2,0,5,14.0,15.0,15.0
68232,536,863,7,1.0,58995,4,4,1,5,1.0,3.0,3.0
68234,536,314,0,1.0,89415,5,2,1,5,25.0,26.0,27.0
68236,536,314,0,1.0,87465,5,2,0,5,21.0,27.0,27.0
68237,536,314,0,1.0,73540,5,2,1,5,2.0,2.0,2.0
68238,536,314,0,1.0,69740,5,2,1,5,2.0,15.0,15.0
68240,536,314,0,1.0,73540,5,2,0,5,13.0,13.0,13.0
68241,536,314,0,1.0,56895,4,2,1,5,2.0,2.0,2.0
68243,536,314,0,1.0,63390,5,2,1,5,4.0,9.0,9.0
68244,536,314,0,1.0,59795,5,2,1,5,4.0,7.0,7.0
68245,536,314,0,1.0,87465,5,2,1,5,16.0,19.0,19.0
68246,536,314,0,1.0,87465,5,2,1,5,15.0,15.0,15.0
68250,536,314,0,1.0,56895,5,2,1,5,1.0,1.0,1.0
68251,536,314,0,1.0,69465,5,2,1,5,12.0,12.0,12.0
68252,536,314,0,1.0,56495,1,2,1,5,1.0,1.0,1.0
68253,536,314,0,1.0,69640,5,2,1,5,1.0,10.0,10.0
68261,536,409,7,1.0,64495,0,4,1,5,5.0,5.0,5.0
68264,536,409,6,1.0,72140,0,2,1,5,4.0,4.0,4.0
68283,536,409,0,1.0,71840,5,2,1,5,12.0,12.0,12.0
68298,536,1341,0,1.0,57395,5,2,1,5,3.0,3.0,3.0
68301,536,1341,6,1.0,79490,5,2,1,5,3.0,13.0,13.0
68303,536,1341,0,1.0,59295,5,2,0,5,3.0,4.0,4.0
68308,536,1464,0,1.0,94315,5,2,1,5,24.0,24.0,27.0
68309,536,1464,0,1.0,56495,0,2,0,5,5.0,5.0,5.0
68310,536,1464,0,1.0,62590,5,2,0,5,2.0,8.0,8.0
68317,536,1072,0,1.0,58695,5,2,0,5,1.0,3.0,3.0
68318,536,1072,0,1.0,57495,1,2,1,5,3.0,3.0,3.0
68346,536,1072,0,1.0,54895,5,2,1,5,0.0,4.0,4.0
68347,536,1072,0,1.0,94015,5,2,1,5,18.0,18.0,19.0
68348,536,1072,0,1.0,64790,5,2,0,5,4.0,10.0,10.0
68350,536,1072,0,1.0,60195,5,2,1,5,2.0,2.0,2.0
68352,536,1072,0,1.0,55095,1,2,1,5,1.0,1.0,1.0
68353,536,1072,0,1.0,89015,5,2,1,5,14.0,14.0,15.0
68354,536,1072,0,1.0,59495,5,2,1,5,3.0,3.0,3.0
68357,536,1072,0,1.0,55995,5,2,1,5,0.0,3.0,3.0
68358,536,1072,0,1.0,59195,5,2,1,5,0.0,9.0,9.0
68359,536,1072,0,1.0,57995,5,2,1,5,4.0,4.0,4.0
68361,536,1072,2,1.0,57395,0,4,0,5,3.0,3.0,3.0
68363,536,1072,0,1.0,94015,5,2,1,5,13.0,21.0,21.0
68367,536,1072,0,1.0,76240,5,2,1,5,5.0,12.0,12.0
68372,536,1072,0,1.0,55595,4,2,1,5,2.0,2.0,2.0
68373,536,1072,0,1.0,55995,5,2,1,5,4.0,4.0,4.0
68376,536,1072,0,1.0,89015,5,2,1,5,19.0,19.0,20.0
68378,536,1072,0,1.0,95515,5,2,1,5,19.0,19.0,20.0
68379,536,1072,0,1.0,69740,5,2,0,5,3.0,11.0,11.0
68380,536,1072,0,1.0,89015,5,2,1,5,14.0,14.0,15.0
68386,536,683,7,1.0,55595,5,4,0,5,2.0,2.0,2.0
68389,536,683,0,1.0,88965,5,2,1,5,19.0,19.0,20.0
68390,536,683,7,1.0,66290,5,4,1,5,5.0,10.0,10.0
68408,536,1464,0,1.0,59195,1,2,1,5,3.0,3.0,8.0
68409,536,1464,0,1.0,59195,5,2,1,5,2.0,6.0,6.0
68411,536,1464,0,1.0,58695,1,2,0,5,4.0,4.0,4.0
68413,536,1464,0,1.0,55595,1,2,1,5,2.0,2.0,2.0
68415,536,1464,0,1.0,57495,1,2,1,5,4.0,4.0,4.0
68417,536,1464,0,1.0,55595,1,2,1,5,1.0,1.0,1.0
68418,536,1464,0,1.0,66565,5,1,1,5,0.0,16.0,16.0
68421,536,1464,0,1.0,61790,5,2,1,5,1.0,4.0,4.0
68425,536,1464,0,1.0,65890,5,1,1,5,1.0,10.0,10.0
68426,536,1464,0,1.0,100039,5,2,1,5,21.0,21.0,23.0
68433,536,1464,0,1.0,89415,5,2,1,5,17.0,18.0,18.0
68435,536,1464,0,1.0,75640,5,2,1,5,4.0,5.0,6.0
68436,536,1464,0,1.0,55595,4,2,0,5,2.0,2.0,2.0
68437,536,1464,0,1.0,103500,5,2,1,5,18.0,18.0,19.0
68439,536,1321,0,1.0,56295,4,2,1,5,1.0,1.0,1.0
68441,536,1321,0,1.0,89015,5,2,1,5,13.0,13.0,13.0
68443,536,1321,0,1.0,54895,5,2,1,5,0.0,0.0,0.0
68444,536,1321,0,1.0,89425,5,2,1,5,14.0,14.0,15.0
68446,536,1321,0,1.0,73540,5,2,1,5,10.0,12.0,12.0
68453,536,1321,0,1.0,69040,5,2,1,5,11.0,11.0,11.0
68454,536,1321,2,1.0,57495,1,4,0,5,2.0,2.0,2.0
68458,536,1321,0,1.0,87465,5,2,1,5,9.0,9.0,9.0
68460,536,1321,0,1.0,95515,5,2,1,5,13.0,17.0,17.0
68461,536,1321,0,1.0,57595,5,2,1,5,5.0,5.0,5.0
68462,536,1321,0,1.0,88215,5,2,1,5,15.0,15.0,15.0
68465,536,1321,0,1.0,89415,5,2,1,5,15.0,15.0,16.0
68466,536,1321,0,1.0,54895,5,4,0,5,0.0,15.0,15.0
68467,536,1312,0,1.0,63290,5,4,1,5,0.0,9.0,16.0
68468,536,1312,0,1.0,88215,5,2,1,5,17.0,17.0,18.0
68472,536,1312,6,1.0,84590,5,2,1,5,4.0,4.0,4.0
68480,536,1007,7,1.0,59295,5,4,1,2,5.0,5.0,5.0
68505,536,1341,7,1.0,57495,5,4,1,4,3.0,3.0,3.0
68506,536,1341,7,1.0,64890,0,4,1,4,5.0,10.0,10.0
68533,536,1072,0,1.0,57395,0,4,1,3,14.0,14.0,15.0
68535,536,1072,4,1.0,71140,5,2,1,3,1.0,3.0,3.0
68538,536,683,6,1.0,65395,5,2,1,3,5.0,5.0,5.0
68540,536,683,0,1.0,90515,5,2,1,3,21.0,21.0,22.0
68554,536,314,0,1.0,57995,5,2,1,3,2.0,3.0,3.0
68555,536,314,7,1.0,95515,0,4,1,3,4.0,14.0,14.0
68561,536,1341,2,1.0,57095,5,4,1,3,1.0,1.0,1.0
68568,536,1750,7,1.0,56895,5,4,1,3,4.0,4.0,4.0
68581,536,1007,0,1.0,59595,5,4,0,2,4.0,7.0,7.0
68585,536,314,0,1.0,87465,5,2,1,2,14.0,16.0,16.0
68611,536,1321,0,1.0,88965,5,2,1,1,30.0,30.0,31.0
68617,536,1178,0,1.0,89715,5,2,1,1,31.0,31.0,32.0
68618,536,1178,0,1.0,94315,5,2,1,1,22.0,28.0,34.0
68619,536,1178,0,1.0,94015,5,2,1,1,22.0,27.0,32.0
68620,536,1178,0,1.0,87465,5,2,1,1,14.0,26.0,26.0
68622,536,1007,0,1.0,90925,5,2,1,1,16.0,16.0,17.0
68626,536,314,0,1.0,87465,5,2,1,1,24.0,36.0,44.0
68635,536,1341,0,1.0,90515,5,2,0,1,13.0,17.0,17.0
68636,536,1341,0,1.0,78790,5,2,1,1,13.0,13.0,13.0
68661,462,1385,0,1.0,61987,5,2,1,5,8.0,8.0,8.0
68663,462,1385,0,1.0,58422,5,2,1,5,9.0,9.0,9.0
68664,462,1385,0,1.0,61825,5,4,1,5,9.0,9.0,9.0
68665,462,1385,0,1.0,71641,5,2,1,5,10.0,10.0,10.0
68685,462,1385,0,1.0,52301,1,2,1,5,0.0,0.0,0.0
68781,462,1385,2,1.0,61987,5,2,1,0,0.0,0.0,0.0
68826,556,1872,4,0.4,70000,5,2,1,5,11.0,11.0,11.0
68834,556,411,0,1.0,53530,5,2,1,5,2.0,2.0,2.0
68835,556,411,0,1.0,54000,4,2,1,5,1.0,1.0,5.0
68934,556,1873,2,1.0,95140,5,2,1,5,19.0,25.0,25.0
68944,462,1598,0,1.0,54745,1,2,1,5,1.0,1.0,1.0
68949,462,1598,0,1.0,60627,5,2,1,5,9.0,9.0,9.0
68952,462,1598,0,1.0,58250,5,2,1,5,9.0,9.0,9.0
68953,462,1598,0,1.0,61825,5,2,1,5,12.0,12.0,12.0
68954,462,1598,0,1.0,57386,5,2,1,5,8.0,8.0,8.0
68956,462,1598,0,1.0,65066,5,2,1,5,14.0,14.0,14.0
68975,462,1385,0,1.0,52301,1,2,1,5,0.0,0.0,0.0
68977,462,1385,0,1.0,59610,5,2,1,5,4.0,4.0,4.0
68978,462,1385,0,1.0,53982,5,2,1,5,6.0,6.0,6.0
68980,462,1385,0,1.0,57986,5,2,1,5,7.0,7.0,7.0
68984,556,411,0,1.0,55000,5,4,1,5,2.0,6.0,6.0
68991,556,1089,0,1.0,66750,5,2,1,5,11.0,11.0,11.0
68992,556,1089,0,1.0,54000,5,2,1,5,5.0,5.0,5.0
68994,556,783,0,1.0,94940,5,2,1,5,24.0,24.0,24.0
68997,556,1747,0,1.0,89240,5,2,1,5,13.0,17.0,17.0
69002,462,1385,0,1.0,64786,5,2,1,1,16.0,16.0,16.0
69012,556,1747,0,1.0,58150,5,4,1,5,7.0,7.0,7.0
69013,556,1747,0,1.0,56000,5,2,1,5,7.0,7.0,7.0
69014,556,1747,0,1.0,93422,5,2,1,5,15.0,16.0,16.0
69015,556,1747,0,1.0,85250,5,2,1,5,14.0,14.0,14.0
69016,556,1747,0,1.0,51530,5,2,1,5,2.0,2.0,2.0
69018,556,1747,0,1.0,51000,1,4,1,5,0.0,0.0,0.0
69020,556,1747,0,1.0,62625,5,2,1,5,10.0,10.0,10.0
69022,556,1747,0,1.0,54802,5,2,1,5,1.0,3.0,3.0
69024,556,1747,0,1.0,70000,5,4,1,5,10.0,11.0,11.0
69025,556,1747,0,1.0,51000,4,2,1,5,0.0,0.0,0.0
69026,556,1747,0,1.0,89240,5,2,1,5,3.0,9.0,19.0
69027,556,1747,0,1.0,66750,4,4,1,5,11.0,11.0,11.0
69029,556,1747,0,1.0,62625,5,2,1,5,7.0,10.0,10.0
69030,556,1747,0,1.0,70000,5,2,1,5,10.0,10.0,10.0
69032,556,1747,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69033,556,1747,0,1.0,82850,5,2,1,5,14.0,14.0,14.0
69034,556,1747,0,0.37,54000,5,2,1,5,1.0,5.0,5.0
69035,556,1747,0,1.0,92650,5,2,1,5,27.0,27.0,27.0
69036,556,1747,0,1.0,51530,5,2,1,5,2.0,2.0,2.0
69037,556,1747,0,1.0,62500,5,2,1,5,2.0,2.0,9.0
69038,556,1747,0,1.0,57100,5,2,1,5,5.0,5.0,5.0
69040,556,783,0,1.0,54000,5,2,1,5,5.0,5.0,5.0
69042,556,783,0,1.0,70200,5,2,1,5,8.0,12.0,12.0
69043,556,783,0,1.0,91650,5,2,1,5,20.0,20.0,22.0
69044,556,783,0,1.0,55000,5,2,1,5,6.0,6.0,6.0
69048,556,783,0,1.0,51000,5,2,1,5,0.0,0.0,0.0
69051,556,783,0,1.0,86350,5,2,1,5,8.0,17.0,17.0
69052,556,783,0,0.8,51000,1,2,1,5,0.0,0.0,0.0
69053,556,783,0,1.0,53000,1,2,1,5,0.0,0.0,0.0
69054,556,783,0,1.0,53000,5,2,1,5,4.0,4.0,4.0
69055,556,783,0,1.0,60000,5,2,1,5,9.0,9.0,9.0
69057,556,783,0,1.0,53000,5,2,1,5,4.0,4.0,4.0
69058,556,783,0,1.0,70200,5,2,1,5,7.0,7.0,7.0
69060,556,783,0,1.0,51000,1,2,1,5,1.0,1.0,1.0
69061,556,783,0,1.0,62625,5,2,1,5,9.0,9.0,9.0
69062,556,1089,0,1.0,70000,5,2,1,5,7.0,9.0,11.0
69063,556,1089,0,1.0,51000,1,2,1,5,1.0,1.0,1.0
69064,556,1089,0,1.0,66750,5,2,1,5,10.0,10.0,10.0
69065,556,1089,0,1.0,52000,5,2,1,5,3.0,3.0,3.0
69066,556,1089,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69069,556,1089,0,1.0,53000,5,2,1,5,4.0,4.0,4.0
69070,556,1089,0,1.0,95540,5,2,1,5,27.0,27.0,27.0
69071,556,1089,0,1.0,60350,5,2,1,5,5.0,7.0,7.0
69073,556,1089,0,1.0,89250,5,2,1,5,15.0,15.0,15.0
69075,556,1089,0,1.0,52000,1,2,1,5,0.0,0.0,3.0
69076,556,1089,0,1.0,95940,5,2,1,5,18.0,29.0,29.0
69077,556,1089,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69078,556,1089,0,1.0,54000,5,2,1,5,4.0,5.0,5.0
69079,556,1089,0,1.0,90350,5,2,1,5,16.0,16.0,16.0
69083,556,1089,0,1.0,86350,5,4,1,5,14.0,18.0,18.0
69084,556,1089,0,1.0,86350,5,2,1,5,11.0,16.0,16.0
69130,556,411,0,1.0,60350,5,2,1,5,8.0,8.0,8.0
69131,556,411,0,1.0,54000,5,2,1,5,3.0,3.0,3.0
69132,556,411,0,1.0,89240,5,2,1,5,10.0,16.0,16.0
69134,556,411,0,1.0,52000,5,2,1,5,3.0,3.0,3.0
69135,556,411,0,1.0,51000,1,2,1,5,1.0,1.0,1.0
69136,556,411,0,1.0,53000,5,2,1,5,2.0,4.0,4.0
69138,556,411,0,1.0,91650,5,2,1,5,20.0,20.0,22.0
69139,556,411,0,1.0,79850,5,2,1,5,8.0,14.0,14.0
69140,556,411,1,0.6,53000,5,4,1,5,4.0,4.0,4.0
69141,556,411,0,1.0,53000,5,2,1,5,4.0,4.0,4.0
69142,556,411,0,1.0,53000,5,2,1,5,4.0,4.0,4.0
69143,556,411,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69144,556,411,0,1.0,89250,5,2,0,5,15.0,15.0,15.0
69145,556,411,0,1.0,51530,5,2,1,5,2.0,2.0,2.0
69146,556,411,0,1.0,57100,5,2,1,5,6.0,6.0,6.0
69147,556,411,0,1.0,53000,5,2,1,5,0.0,0.0,0.0
69149,556,411,0,1.0,70000,5,2,1,5,11.0,11.0,11.0
69150,556,411,0,1.0,57100,5,2,1,5,6.0,6.0,6.0
69151,556,411,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69152,556,411,0,1.0,77500,5,2,1,5,12.0,12.0,12.0
69153,556,411,0,1.0,51530,5,2,1,5,2.0,2.0,2.0
69159,556,1872,2,0.3,95475,5,2,1,2,16.0,18.0,18.0
69162,556,411,0,0.78,98721,5,2,1,2,17.0,18.0,18.0
69165,556,1089,0,1.0,74600,5,2,1,2,0.0,13.0,13.0
69166,556,1089,0,1.0,90350,5,2,1,2,17.0,18.0,18.0
69172,556,377,0,1.0,70000,5,2,1,3,9.0,10.0,11.0
69178,462,1598,0,1.0,57223,5,4,1,3,7.0,7.0,7.0
69180,462,1598,0,1.0,52301,1,2,1,3,0.0,0.0,0.0
69185,462,1385,0,1.0,53221,1,2,1,3,0.0,0.0,0.0
69192,556,1747,2,0.6,57100,5,4,1,2,2.0,5.0,5.0
69194,556,1747,0,1.0,70200,1,4,1,2,11.0,12.0,12.0
69197,556,1747,2,0.9,99950,5,2,1,2,15.0,27.0,27.0
69198,556,1747,0,1.0,54000,5,4,1,2,1.0,3.0,3.0
69199,556,1747,0,1.0,52000,5,2,1,2,3.0,3.0,3.0
69204,556,783,0,1.0,51000,1,4,1,2,1.0,1.0,1.0
69206,556,783,0,1.0,91850,5,2,1,2,23.0,23.0,23.0
69209,556,1089,0,1.0,70000,5,2,1,2,8.0,8.0,11.0
69211,556,1089,0,0.5,93050,5,2,1,2,27.0,29.0,29.0
69213,556,1089,0,1.0,91450,5,2,1,2,20.0,21.0,21.0
69214,556,1089,0,1.0,54000,5,2,1,2,4.0,4.0,4.0
69215,556,1089,0,1.0,93050,5,2,1,2,29.0,29.0,29.0
69216,556,1089,0,1.0,89250,5,2,1,2,15.0,15.0,15.0
69217,556,1089,0,1.0,54950,5,4,1,2,0.0,3.0,3.0
69243,556,411,0,1.0,56050,5,4,1,2,3.0,3.0,3.0
69268,556,1872,2,1.0,88140,5,2,1,2,10.0,18.0,18.0
69303,556,1873,2,0.9,64368,5,2,1,2,5.0,5.0,11.0
69334,556,783,2,0.4,94940,5,2,1,3,11.0,24.0,24.0
69339,462,1598,0,1.0,55542,1,2,1,4,0.0,0.0,0.0
69350,462,1598,0,1.0,53982,1,2,1,4,1.0,1.0,1.0
69351,462,1598,0,1.0,53982,1,2,1,4,2.0,2.0,2.0
69356,462,1385,0,1.0,53982,5,2,1,4,3.0,3.0,3.0
69359,462,1385,0,1.0,53982,5,2,1,4,3.0,3.0,3.0
69374,462,1385,0,1.0,61820,5,2,1,4,10.0,10.0,10.0
69382,462,1385,0,1.0,56462,5,2,1,4,2.0,2.0,2.0
69390,556,1747,0,1.0,53530,5,2,1,3,2.0,2.0,2.0
69392,556,1747,0,1.0,94540,5,2,1,3,22.0,22.0,22.0
69393,556,1747,0,1.0,73700,5,2,1,3,10.0,11.0,11.0
69394,556,1747,0,1.0,89240,5,2,1,3,13.0,13.0,16.0
69395,556,783,0,1.0,64625,5,4,1,3,9.0,9.0,9.0
69399,556,783,0,0.5,96140,5,2,1,3,38.0,38.0,38.0
69402,556,1089,0,1.0,95540,5,2,1,3,22.0,23.0,27.0
69404,556,1089,0,0.39,89240,5,2,1,3,14.0,18.0,18.0
69405,556,1089,0,1.0,56050,5,4,1,3,4.0,4.0,5.0
69406,556,1089,0,1.0,94940,5,2,1,3,17.0,24.0,24.0
69407,556,1089,0,1.0,70000,5,2,1,3,9.0,10.0,11.0
69408,556,1089,0,1.0,82850,5,2,1,3,8.0,14.0,14.0
69409,556,1089,0,1.0,57100,5,4,1,3,6.0,6.0,6.0
69428,556,1727,2,0.9,91475,5,2,1,3,14.0,17.0,17.0
69436,556,411,0,0.5,82850,5,2,1,3,3.0,3.0,13.0
69439,556,411,0,1.0,95475,5,2,1,3,16.0,16.0,16.0
69486,556,377,2,1.0,89240,5,2,1,3,1.0,25.0,25.0
69491,556,377,2,1.0,100550,5,2,1,3,30.0,30.0,30.0
69530,98,335,2,1.0,80000,5,4,1,0,0.0,26.0,26.0
69546,73,1394,2,1.0,98465,5,2,1,0,16.0,16.0,16.0
69555,73,217,2,1.0,97415,5,2,1,0,13.0,13.0,13.0
69583,73,216,2,1.0,100465,5,2,1,0,21.0,21.0,21.0
69595,73,216,4,1.0,98465,5,4,1,0,16.0,16.0,16.0
69609,73,377,5,1.0,90104,5,2,0,0,11.0,11.0,11.0
69647,556,1089,0,1.0,65250,5,2,1,4,10.0,10.0,10.0
69648,462,1598,0,1.0,53982,1,2,1,4,2.0,2.0,2.0
69649,462,1598,0,1.0,53982,5,2,1,4,3.0,3.0,3.0
69653,462,1598,0,1.0,57386,5,4,1,4,0.0,0.0,0.0
69654,462,1598,0,1.0,53982,1,2,1,4,2.0,2.0,2.0
69655,462,1598,0,1.0,57223,1,2,1,4,2.0,2.0,2.0
69656,462,1598,0,1.0,54745,5,2,1,4,4.0,4.0,4.0
69657,462,1598,0,1.0,54846,5,2,1,4,8.0,8.0,8.0
69660,462,1598,0,1.0,56462,1,2,1,4,1.0,1.0,1.0
69663,462,1598,2,1.0,59175,5,2,1,4,7.0,7.0,7.0
69677,556,1146,0,1.0,57100,5,2,1,5,3.0,6.0,6.0
69679,556,1793,0,1.0,51530,5,2,1,5,0.0,0.0,2.0
69682,556,1793,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69683,556,1793,0,1.0,51000,4,4,1,5,1.0,1.0,1.0
69684,556,1146,0,1.0,95740,5,2,1,5,19.0,25.0,28.0
69685,556,1793,0,1.0,51000,4,2,1,5,0.0,0.0,0.0
69686,556,1793,0,1.0,51000,1,2,1,5,1.0,1.0,1.0
69687,556,1793,0,1.0,53000,1,2,1,5,0.0,0.0,0.0
69689,556,1146,0,1.0,92050,5,4,1,5,15.0,15.0,24.0
69690,556,1146,0,1.0,52000,5,2,1,5,3.0,3.0,3.0
69691,556,1146,0,1.0,53000,5,2,1,5,3.0,4.0,4.0
69692,556,1146,0,1.0,53000,4,2,1,5,1.0,1.0,1.0
69693,556,1146,0,1.0,92150,5,2,1,5,15.0,15.0,15.0
69695,556,1146,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69698,556,1146,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69701,556,1146,0,1.0,53000,5,2,1,5,3.0,4.0,4.0
69703,556,1146,0,1.0,93240,5,2,1,5,16.0,19.0,19.0
69704,556,1146,0,1.0,54950,5,2,1,5,4.0,4.0,4.0
69705,556,1146,0,0.6,44957,5,4,1,5,6.0,9.0,9.0
69707,556,1146,0,1.0,56050,5,2,1,5,3.0,3.0,4.0
69708,556,1146,0,1.0,51000,4,4,1,5,1.0,1.0,1.0
69709,556,1146,0,1.0,70000,5,2,1,5,10.0,10.0,10.0
69710,556,1146,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69711,556,1146,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69712,556,1146,0,1.0,77500,5,4,1,5,13.0,13.0,13.0
69714,556,1146,0,1.0,93240,1,2,1,5,17.0,17.0,17.0
69715,556,1146,0,1.0,94340,5,2,1,5,19.0,19.0,21.0
69716,556,1146,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69717,556,1146,0,1.0,58150,5,2,1,5,7.0,7.0,7.0
69718,556,1146,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69721,556,1146,1,1.0,81900,5,4,1,5,12.0,12.0,12.0
69722,556,1146,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69723,556,1146,0,1.0,89240,5,2,1,5,13.0,17.0,17.0
69725,556,1146,0,1.0,56000,5,2,1,5,7.0,7.0,7.0
69726,556,1146,0,1.0,88150,5,2,1,5,14.0,14.0,15.0
69729,556,1146,0,1.0,52000,5,2,1,5,2.0,3.0,3.0
69753,556,317,0,1.0,53000,0,4,1,5,1.0,4.0,4.0
69781,556,317,2,1.0,60350,5,2,1,5,1.0,8.0,8.0
69834,556,1793,0,1.0,56000,5,2,1,5,5.0,6.0,6.0
69835,556,1793,0,1.0,57100,5,2,1,5,4.0,6.0,6.0
69849,73,1394,0,0.5,55000,5,2,0,5,3.0,3.0,3.0
69851,73,1202,0,1.0,54000,5,2,1,5,5.0,5.0,5.0
69852,73,1202,0,1.0,52000,5,2,1,5,2.0,2.0,2.0
69853,73,1202,0,0.5,55000,5,2,0,5,2.0,2.0,2.0
69859,73,1394,0,1.0,53000,5,2,1,5,3.0,3.0,3.0
69860,73,1394,0,1.0,52000,5,2,1,5,3.0,3.0,3.0
69871,73,1394,0,0.5,52000,4,2,0,5,7.0,7.0,7.0
69883,73,1394,0,1.0,56000,5,2,1,5,6.0,6.0,6.0
69885,73,1394,0,0.5,18500,4,2,1,5,2.0,2.0,2.0
69886,73,1394,0,1.0,54000,5,4,1,5,0.0,0.0,0.0
69887,73,1394,0,0.5,50776,4,2,1,5,1.0,1.0,1.0
69889,73,1394,0,0.5,57000,5,2,0,5,4.0,4.0,4.0
69890,73,1394,0,1.0,57000,5,2,1,5,3.0,3.0,3.0
69892,73,1394,0,1.0,52776,4,4,1,5,0.0,0.0,0.0
69893,73,1394,0,1.0,52000,4,2,1,5,1.0,1.0,1.0
69894,73,1394,0,1.0,52000,5,2,1,5,2.0,2.0,2.0
69895,73,1394,0,1.0,54000,5,2,1,5,3.0,3.0,3.0
69920,73,217,1,1.0,73018,5,4,1,5,4.0,4.0,4.0
69976,556,1793,0,1.0,53000,5,4,1,5,1.0,4.0,4.0
69977,556,1793,0,1.0,51000,4,2,1,5,1.0,1.0,1.0
69978,556,1793,0,1.0,52000,5,2,1,5,3.0,3.0,3.0
69979,556,1793,0,1.0,51000,1,4,1,5,0.0,0.0,0.0
69980,556,1793,0,1.0,94240,5,4,1,5,14.0,20.0,20.0
69981,556,1793,0,1.0,90350,5,2,1,5,17.0,17.0,17.0
69982,556,1793,0,1.0,54000,5,2,1,5,5.0,5.0,5.0
69984,556,1793,0,1.0,53000,4,2,1,5,1.0,1.0,1.0
69985,556,1793,0,1.0,56000,5,4,1,5,7.0,7.0,7.0
69986,556,1793,0,1.0,57100,5,2,1,5,4.0,4.0,6.0
69987,556,1793,0,1.0,51000,1,2,1,5,0.0,0.0,0.0
69988,556,1793,0,1.0,51000,1,4,1,5,0.0,0.0,0.0
69991,556,1793,0,1.0,95940,5,2,1,5,22.0,29.0,29.0
